-4.243935,32.702137,-29.791365
-4.3152704,32.743557,-29.8652
-4.323777,32.866947,-29.794418
-4.5773134,32.8057,-29.796154
-4.5481935,32.63707,-29.690813
-4.490807,32.620205,-29.680279
-4.3216467,32.56439,-29.731869
-4.1413093,32.612938,-29.684383
-4.232223,32.617794,-29.521479
-4.2957883,32.67241,-29.452429
-4.356619,32.62374,-29.603796
-4.3627024,32.673004,-29.460777
-4.3633103,32.67793,-29.446474
-4.292647,32.85363,-29.383131
-4.2311063,32.92533,-29.376797
-4.0614166,32.986748,-29.376163
-4.1533947,32.99289,-29.428858
-3.9990568,33.101765,-29.434128
-4.256107,33.004276,-29.434654
-4.4452333,33.048656,-29.540108
-4.464146,33.053097,-29.708809
-4.411564,33.05354,-29.778437
-4.3518314,33.107716,-29.679886
-4.1824365,33.059002,-29.722788
-4.219971,32.945755,-29.674435
-4.332672,32.663662,-29.564085
-4.45289,32.41882,-29.658451
-4.464912,32.394333,-29.667887
-4.41164,32.391884,-29.66883
-4.569849,32.175003,-29.879839
-4.476608,32.207443,-29.848297
-4.4672837,32.048183,-29.792385
-4.4118776,32.14052,-29.734152
-4.4608107,32.20388,-29.728329
-4.465704,32.047714,-29.83326
-4.357131,32.140358,-29.843754
-4.237326,32.312126,-29.792046
-4.2253456,32.49181,-29.997791
-4.1151996,32.618153,-29.860207
-4.104185,32.630787,-29.899092
-4.1030836,32.686295,-29.90298
-4.1574473,32.90848,-29.745213
-4.053936,32.984947,-29.62392
-4.1525326,33.046837,-29.559147
-4.216866,32.944767,-29.447157
-4.2232995,32.88043,-29.330442
-4.2239428,32.982372,-29.266014
-4.550965,32.77593,-29.206814
-4.529193,32.59278,-29.306293
-4.58149,32.574463,-29.2636
-4.5867195,32.626762,-29.417486
-4.423821,32.523617,-29.538391
-4.353057,32.621563,-29.603237
-4.3459806,32.63136,-29.504208
-4.345273,32.52396,-29.494305
-4.1817803,32.729744,-29.440557
-4.0564837,32.85858,-29.540697
-3.9894803,32.817337,-29.603468
-3.9283059,32.704838,-29.609745
-3.9767768,32.74772,-29.610373
-3.92715,32.914513,-29.505035
-3.8132396,32.93119,-29.441746
-3.8563225,32.98699,-29.277258
-3.9695785,33.100945,-29.049896
-4.035378,33.004078,-29.02716
-4.0964317,32.723625,-29.1304
-4.102537,32.74971,-29.298882
-4.0486736,32.69819,-29.315731
-4.0977616,32.693035,-29.370056
-4.266092,32.74665,-29.480888
-4.228451,32.86039,-29.650131
-4.1156244,32.92601,-29.719812
-4.2132897,32.715935,-29.72678
-4.2230563,32.694927,-29.938393
-4.2785068,32.638695,-30.01231
-4.229578,32.63307,-30.072458
-4.1157374,32.578262,-30.183874
-4.1043534,32.735287,-30.142258
-4.2666364,32.859367,-30.032696
-4.3373384,32.763515,-30.02174
-4.398883,32.537292,-29.968
-4.4596257,32.46054,-29.962627
-4.5201735,32.452866,-29.909334
-4.4717546,32.560356,-29.851248
-4.4669127,32.67948,-29.898195
-4.4119544,32.691395,-29.744734
-4.406459,32.421818,-29.782145
-4.4603834,32.503124,-29.785885
-4.5202494,32.72789,-29.733503
-4.4172883,32.804497,-29.781021
-4.2435703,32.758026,-29.83853
-4.2261987,32.69925,-29.89704
-4.2789354,32.801746,-29.955532
-3.9572515,32.75775,-29.85598
-4.034031,32.69911,-29.687868
-3.987235,32.58498,-29.618301
-3.8191338,32.68183,-29.663986
-3.8023236,32.58314,-29.615797
-3.9095902,32.68153,-29.663622
-3.920317,32.58311,-29.721046
-1.3102248,32.78179,-29.606926
-1.8778486,33.08649,-29.879944
-4.65922,34.84948,-29.80173
-6.9184446,35.22548,-30.186785
-6.877605,35.155964,-30.496973
-7.1249475,35.103462,-30.496407
-7.5388956,35.15292,-30.475178
-7.737761,35.413864,-30.229525
-7.7210264,35.52499,-30.138124
-7.6519475,35.5567,-30.192616
-7.618832,35.523483,-30.248648
-7.669995,35.57429,-30.201492
-7.566163,35.79589,-30.354935
-7.55578,35.65566,-30.053848
-7.6636896,35.69577,-29.9711
-7.7289543,35.591522,-29.962824
-7.8989024,35.581097,-29.856596
-7.8069496,35.58005,-29.845974
-7.7977543,35.471684,-29.897669
-7.851309,35.40672,-30.008238
-7.965612,35.29196,-29.966537
-8.249412,35.334618,-29.856968
-8.386739,35.338882,-29.793367
-8.454946,35.447567,-29.945164
-8.461766,35.40431,-29.854944
-8.516923,35.508244,-29.951323
-8.522438,35.626896,-29.908203
-8.52299,35.855286,-29.798376
-8.414097,35.769863,-29.84015
-8.348734,35.81545,-29.738813
-8.287724,35.928272,-29.570524
-8.39057,35.939552,-29.395536
-8.509803,35.99481,-29.430796
-8.194883,35.892075,-29.434322
-8.163391,35.82767,-29.487316
-8.160242,35.82123,-29.387215
-8.105453,35.820587,-29.482605
-7.991026,35.874653,-29.492144
-7.870636,35.825928,-29.651257
-7.9130707,35.76693,-29.77268
-7.917314,35.86929,-29.890224
-7.9722123,35.771263,-30.112894
-7.977702,35.6532,-30.187918
-7.978251,35.53313,-30.406334
-7.814884,35.629383,-30.533577
-7.8530216,35.747272,-30.651701
-7.8023615,35.81319,-30.61087
-7.7428217,35.873913,-30.65943
-7.6278057,35.988247,-30.717043
-7.670778,35.837288,-30.722803
-7.675075,35.876324,-30.670624
-7.6755047,35.717834,-30.718048
-7.5120115,35.70199,-30.617392
-7.550136,35.808662,-30.554567
-7.4994745,35.873463,-30.548285
-7.4399347,35.934074,-30.442257
-7.4884543,35.83187,-30.273497
-7.5477805,35.82165,-30.203978
-7.390177,35.87476,-30.249668
-7.319943,35.717678,-30.09608
-7.476455,35.701973,-30.027964
-7.383159,35.80866,-29.96851
-7.591725,35.71107,-29.962564
-7.3946857,35.80957,-30.014727
-7.42957,35.927685,-30.125343
-7.4330587,35.939495,-30.136406
-7.3789334,35.994804,-30.190155
-7.3190475,36.1086,-30.24817
-7.313059,36.228237,-30.253973
-7.2035117,36.131943,-30.359953
-7.519515,36.06818,-30.265152
-7.605589,36.061806,-30.30843
-7.559723,36.007034,-30.207357
-7.6096096,36.05569,-30.30265
-7.3967032,36.222946,-30.364937
-7.7022557,36.077282,-30.265764
-7.787285,35.900322,-30.20309
-7.68684,35.93676,-30.24958
-7.7312694,35.832138,-30.201586
-7.6812387,35.659286,-30.249544
-7.785183,35.479607,-30.307096
-7.9045253,35.353382,-30.312853
-7.698564,35.34076,-30.418827
-7.677968,35.447754,-30.376669
-7.621434,35.296062,-30.477854
-7.615781,35.226765,-30.382572
